Case,Nodes,Edges,ParkingLots,Source,Destination,Alpha,Wmax,Cmax,WeightW,FeasibleParking,runtime_ms,ParkingNode,ParkingSpotIndex,ParkingSpotId,SpotClass,drive_time_hr,internal_drive_time_hr,internal_walk_time_hr,external_walk_distance_km,external_walk_time_hr,walk_distance_km,walk_time_hr,parking_cost,objective,DrivePath,WalkPath
N2000_C1_I1,2000,6198,100,1968,2000,0.9,0.5,20.5,0.9,True,623800.291,1982,514,1982_S001,near,0.26320000000000066,0.00162,0.003289,0.178,0.0356,0.178,0.038889,6.46,0.9911124790173306,1968->1807->1789->1788->1806->1781->1779->1774->1784->1780->1778->1766->1764->1740->1736->1735->1731->1718->1713->1707->1693->1689->1681->1677->1687->1672->1665->1673->1664->1655->1649->1640->1643->1637->1628->1610->1587->1579->1552->1550->1548->1547->1530->1537->1525->1524->1492->1490->1488->1495->1479->1486->1471->1465->1460->1430->1423->1406->1401->1391->1384->1386->1380->1374->1373->1369->1359->1355->1344->1311->1301->1310->1298->1290->1281->1274->1270->1279->1262->1257->1254->1252->1219->1206->1228->1203->1194->1197->1183->1177->1170->1153->1152->1149->1142->1134->1130->1125->1117->1113->1129->1111->1099->1089->1075->1069->1065->1064->1063->1051->1042->1039->1050->1037->1036->1027->1006->988->981->969->929->924->917->912->907->904->903->896->892->905->888->885->878->877->874->865->857->856->851->818->813->810->812->805->786->762->776->757->755->741->725->715->711->708->723->705->696->691->697->689->687->695->681->674->667->661->659->657->636->609->599->592->588->576->574->586->568->575->581->564->560->549->547->545->543->540->566->561->548->542->534->539->526->525->527->522->508->519->501->476->469->463->467->450->439->437->436->430->415->408->393->706->690->387->381->372->375->371->362->373->361->356->350->353->365->348->346->349->366->344->334->337->331->521->321->309->298->296->289->284->491->487->485->479->475->458->464->456->457->451->441->438->233->232->244->230->229->219->217->228->210->410->198->392->193->196->390->383->380->370->174->168->164->163->130->120->117->110->142->124->105->52->61->65->126->127->106->220->16->11->15->24->19->28->22->26->33->27->45->32->30->34->54->53->89->49->67->85->111->119->114->122->123->125->133->152->134->181->191->143->146->156->166->167->177->195->223->211->212->227->224->185->192->204->202->260->263->275->288->290->293->306->317->358->363->379->384->402->394->407->396->397->401->406->398->399->403->413->440->454->449->455->460->468->462->471->482->497->517->518->537->546->551->553->554->555->562->569->570->573->593->600->602->615->628->637->642->658->668->694->700->713->721->734->745->748->749->753->763->764->766->783->793->791->815->816->822->821->826->830->839->842->849->852->860->864->876->866->875->867->870->880->882->887->893->894->910->933->944->946->948->976->978->985->991->995->1017->1024->1031->1068->1071->1077->1079->1091->1100->1110->1120->1122->1139->1167->1168->1173->1175->1189->1191->1192->1180->1204->1182->1184->1193->1205->1210->1223->1229->1230->1241->1232->1237->1242->1244->1251->1269->1275->1278->1296->1322->1330->1348->1364->1353->1358->1361->1362->1368->1379->1381->1382->1387->1390->1403->1417->1434->1428->1453->1462->1463->1481->1497->1499->1500->1502->1503->1508->1510->1512->1531->1518->1528->1540->1542->1554->1555->1568->1576->1582->1583->1594->1586->1588->1590->1600->1618->1593->1601->1604->1595->1607->1616->1620->1633->1641->1680->1688->1719->1739->1751->1951->1969->1980->1978->1982,1982->2000
N2055_C3_I1,2055,5503,205,1824,283,0.9,0.5,20.5,0.9,True,133624.897,487,478,487_S003,near,0.21180000000000002,0.002337,0.004239,0.0655,0.0131,0.0655,0.017339,19.94,0.8655947245141744,1824->1969->193->2023->2008->2006->1233->157->155->1820->1972->497->496->495->2031->1749->962->1984->1756->2010->1979->1090->2009->206->207->540->468->208->1873->1997->1740->1083->1373->1203->2015->228->1744->1082->426->926->1185->2014->1177->427->65->1313->637->1311->2013->1961->1172->1170->1962->636->802->1086->1085->800->168->1679->6->5->1365->1675->1674->82->489->488->487,487->283
N2055_PS_parking_budget_Cmax205_I1,2055,5299,103,1824,283,0.9,0.5,20.5,0.9,True,98885.823,487,489,487_S014,mid,0.23170000000000002,0.005076,0.026243,0.0655,0.0131,0.0655,0.039343,19.35,1.0010736371963544,1824->1969->193->2023->2008->2006->1233->157->155->1820->1972->684->450->498->496->495->2031->1749->962->1984->1756->2010->1979->1090->2009->206->207->540->468->208->1083->1373->1203->2015->1082->426->926->1185->2014->1177->1575->1779->1176->492->483->1084->484->1079->1078->1647->852->851->850->1285->1640->1463->1523->1644->799->1085->800->801->1723->1724->1728->151->1673->489->488->487,487->283
N2055_PS_spot_availability_A30_I1,2055,5299,103,1824,283,0.9,0.5,20.5,0.9,True,108176.183,487,480,487_S005,near,0.2128,0.003233,0.006089,0.0655,0.0131,0.0655,0.019189,20.2,0.861280135646839,1824->1969->193->2023->2008->2006->1233->157->155->1820->1972->497->496->495->2031->1749->962->1984->1756->2010->1979->1090->2009->206->207->540->468->208->1083->1373->1203->2015->228->1744->1082->426->926->1185->2014->1177->427->65->1313->637->1311->1312->2022->1173->1171->1168->1166->1169->1099->2040->1100->636->802->1086->1085->800->168->1679->6->5->1365->915->487,487->283
N2055_PS_traffic_low_I1,2055,5299,103,1824,283,0.9,0.5,20.5,0.9,True,110701.308,1676,404,1676_S001,near,0.18099999999999997,0.001708,0.003617,0.2155,0.0431,0.2155,0.046717,18.83,0.9522235926687626,1824->1969->193->2023->2008->2006->1233->157->155->1820->1972->265->154->253->1232->1245->342->75->259->1847->1995->1844->1845->346->349->1133->347->348->896->1201->258->1209->950->564->834->901->919->2035->247->2033->2034->920->479->652->1292->1421->909->660->911->658->657->1851->1877->1975->1821->14->1295->1297->1296->1932->1298->1294->239->1931->1930->1991->119->1301->804->1112->1087->800->168->1679->6->5->1365->915->1676,1676->283
N20_C6_I1,20,62,2,1,20,0.9,0.5,20.5,0.9,True,1074.916,19,1,19_S001,near,0.07189999999999999,0.001494,0.002792,0.12,0.024,0.12,0.026792,17.8,0.7401519692349435,1->5->6->10->11->15->18->19,19->20
N2500_C5_I1,2500,7696,125,2491,2500,0.9,0.5,20.5,0.9,True,343529.063,2476,340,2476_S001,near,0.7794000000000005,0.001553,0.003145,0.1661,0.0332,0.1661,0.036345,6.65,1.936545993294602,2491->2493->2484->2481->2478->2468->2448->2443->2458->2442->2426->2412->2401->2400->2395->2404->2391->2379->2374->2370->2369->2372->2390->2380->2363->2353->2350->2347->2340->2332->2328->2326->2320->2317->2300->2282->2268->2263->2256->2252->2251->2247->2257->2240->2226->2237->2220->2235->2236->2218->2228->2211->2202->2178->2156->2170->2155->2154->2136->2130->2109->2098->2085->2072->2082->2078->2069->2046->2038->2033->2030->2044->2028->2017->2014->1968->1955->1902->1895->1894->1893->1882->1872->1864->1869->1863->1860->1841->1840->1832->1827->1826->1814->1813->1807->1789->1788->1781->1779->1774->1771->1784->1780->1778->1766->1767->1764->1763->1740->1736->1735->1731->1718->1713->1707->1697->1693->1681->1677->1702->1687->1672->1665->1673->1664->1655->1649->1640->1643->1637->1628->1625->1610->1587->1579->1552->1550->1548->1547->1530->1537->1525->1492->1490->1488->1495->1479->1486->1471->1465->1460->1430->1423->1406->1401->1391->1384->1380->1374->1373->1369->1359->1355->1344->1311->1301->1310->1298->1290->1281->1274->1270->1279->1262->1257->1254->1252->1219->1206->1212->1203->1194->1197->1183->1177->1170->1153->1152->1149->1142->1134->1130->1125->1117->1113->1129->1111->1099->1089->1075->1069->1065->1064->1063->1051->1055->1042->1039->1050->1037->1036->1027->1006->988->981->969->929->924->917->912->907->904->903->896->892->905->888->885->878->877->874->865->857->856->851->813->810->812->805->786->762->761->757->755->741->725->715->711->723->705->696->691->697->689->687->681->674->667->659->669->657->636->609->599->592->588->576->574->586->568->575->581->560->549->547->545->543->540->538->566->561->548->542->530->539->526->524->522->527->525->772->759->747->737->501->476->469->463->450->436->430->415->408->393->387->381->690->680->663->677->660->646->638->641->631->633->353->365->348->346->587->594->329->324->321->314->491->284->266->262->466->458->475->479->485->492->500->259->254->457->441->438->235->233->232->230->229->420->217->228->210->206->209->201->198->196->193->190->183->178->174->335->333->326->318->301->292->278->169->155->108->51->50->82->78->81->55->44->75->359->18->24->19->28->22->26->33->27->34->54->29->49->121->98->94->67->85->111->119->114->122->123->125->133->134->181->191->184->194->189->216->156->166->158->167->177->187->223->195->211->212->173->185->192->231->197->204->202->260->265->263->275->288->290->293->306->317->358->363->379->384->402->394->407->396->397->401->406->398->399->403->413->440->449->453->455->460->461->462->471->482->497->517->518->537->546->551->553->555->562->569->570->573->593->600->602->615->628->637->642->658->668->694->700->713->721->734->745->748->749->753->763->765->764->766->783->793->791->815->816->822->821->826->830->839->842->854->849->852->860->864->876->866->867->870->880->882->889->887->893->894->910->933->944->946->956->948->976->978->985->991->995->1011->1017->1024->1031->1071->1077->1079->1091->1100->1110->1120->1122->1139->1167->1168->1173->1175->1189->1178->1192->1199->1204->1182->1184->1193->1205->1210->1223->1229->1230->1241->1232->1237->1242->1244->1251->1269->1275->1278->1296->1322->1330->1348->1364->1353->1358->1366->1361->1362->1368->1385->1379->1381->1387->1390->1403->1417->1408->1426->1428->1453->1462->1463->1481->1497->1499->1500->1502->1503->1508->1510->1512->1521->1531->1518->1528->1540->1542->1554->1555->1568->1576->1582->1583->1594->1586->1588->1590->1599->1618->1593->1601->1595->1607->1616->1620->1633->1641->1680->2500->2499->2490->2485->2476,2476->2500
N2500_PS_parking_cost_100_225_I1,2500,7696,125,2491,2500,0.9,0.5,20.5,0.9,True,471965.509,2490,296,2490_S003,near,0.3231000000000012,0.002598,0.005362,0.1348,0.027,0.1348,0.032362,11.71,1.1188345567748585,2491->2341->2328->2326->2320->2317->2305->2311->2300->2282->2268->2263->2256->2252->2251->2247->2257->2244->2240->2226->2237->2223->2220->2215->2235->2236->2218->2214->2211->2202->2178->2156->2183->2155->2154->2130->2109->2098->2085->2072->2078->2082->2069->2046->2038->2033->2030->2044->2028->2014->1968->1955->1902->1895->1894->1893->1882->1872->1864->1869->1863->1860->1841->1840->1832->1827->1826->1814->1813->1807->1789->1788->1806->1781->1779->1774->1771->1784->1780->1778->1766->1764->1740->1736->1735->1731->1718->1713->1707->1693->1681->1677->1702->1687->1672->1665->1673->1664->1655->1649->1640->1643->1637->1628->1625->1610->1587->1579->1552->1550->1548->1547->1530->1537->1525->1524->1492->1490->1488->1495->1479->1486->1471->1465->1460->1430->1423->1401->1391->1384->1380->1374->1373->1369->1359->1355->1344->1311->1301->1310->1298->1290->1281->1274->1270->1279->1262->1257->1254->1234->1252->1219->1206->1212->1203->1194->1197->1183->1177->1170->1153->1152->1149->1142->1134->1130->1125->1117->1113->1129->1111->1105->1099->1089->1075->1069->1065->1064->1063->1051->1042->1039->1050->1037->1036->1027->1006->988->981->969->961->929->924->917->912->904->903->896->892->905->888->885->878->877->874->865->861->857->856->851->818->813->810->805->786->762->776->757->755->741->725->715->711->723->708->705->696->691->697->698->689->687->695->681->674->667->661->659->657->636->609->599->592->588->576->574->586->568->575->564->581->560->549->547->545->543->540->566->561->532->542->530->539->526->525->524->522->527->519->501->737->733->463->450->439->437->436->430->408->393->387->381->690->680->663->677->373->361->626->366->349->334->603->614->612->331->521->314->535->523->529->516->309->298->500->262->464->456->457->254->235->438->206->209->201->198->404->392->196->390->383->385->380->339->370->168->164->163->162->175->105->95->87->97->109->127->56->103->218->215->182->1->9->10->6->5->2->7->14->15->24->19->20->28->22->30->34->54->29->49->67->94->121->85->111->119->114->122->123->125->133->152->134->181->143->191->184->189->216->156->187->223->211->170->173->185->197->204->202->260->263->268->275->288->290->293->306->317->358->363->379->384->394->407->396->397->401->406->398->399->403->413->440->449->453->455->460->461->468->471->482->495->497->517->518->537->546->551->553->555->562->569->570->573->593->600->602->615->628->637->642->658->668->694->700->713->721->734->745->748->749->753->763->764->766->783->793->791->815->816->822->821->826->830->839->854->849->852->860->864->876->866->875->867->870->880->882->887->893->894->910->933->944->946->948->956->976->978->985->991->995->1011->1017->1024->1031->1068->1071->1077->1079->1091->1092->1100->1110->1120->1122->1139->1167->1168->1173->1175->1189->1192->1199->1204->1180->1182->1184->1193->1205->1210->1223->1229->1230->1241->1232->1237->1242->1244->1251->1269->1275->1278->1296->1322->1330->1348->1364->1353->1358->1361->1362->1368->1385->1379->1381->1387->1390->1403->1417->1408->1426->1428->1453->1462->1463->1481->1497->1499->1500->1502->1503->1508->1510->1512->1521->1522->1518->1528->1540->1542->1554->1555->1568->1576->1582->1583->1594->1586->1590->1600->1618->1593->1601->1595->1607->1616->1620->1630->1633->1641->1680->1688->1719->1739->1751->1755->1757->1776->1777->1798->1782->1785->1818->1834->1821->1823->1824->1857->1861->1871->1875->1890->1907->1906->1940->1941->1951->1969->1980->1978->1982->1987->1991->1992->2001->2002->2005->2013->2047->2050->2059->2081->2096->2110->2063->2071->2074->2077->2079->2099->2108->2100->2116->2118->2121->2134->2137->2148->2158->2169->2159->2171->2174->2181->2186->2196->2207->2204->2208->2212->2217->2229->2476->2485->2499->2490,2490->2500
N2500_PS_spots_per_lot_S1020_I1,2500,7696,125,2491,2500,0.9,0.5,20.5,0.9,True,548988.985,2473,218,2473_S002,near,0.31860000000000094,0.002968,0.006164,0.2088,0.0418,0.2088,0.047964,12.6,1.1646593651312973,2491->2487->2493->2341->2332->2328->2326->2320->2317->2300->2282->2268->2263->2256->2252->2251->2247->2244->2257->2240->2226->2237->2220->2215->2235->2218->2214->2228->2211->2202->2187->2178->2156->2170->2155->2154->2130->2109->2098->2085->2072->2078->2069->2046->2038->2033->2030->2044->2028->2014->1968->1955->1902->1895->1900->1910->1894->1893->1882->1872->1864->1869->1863->1860->1841->1840->1832->1827->1826->1814->1813->1807->1789->1788->1781->1779->1774->1784->1780->1778->1767->1766->1764->1740->1736->1735->1731->1718->1713->1707->1697->1693->1689->1681->1677->1687->1672->1665->1673->1664->1655->1649->1643->1637->1628->1610->1587->1579->1552->1550->1548->1547->1530->1537->1525->1492->1490->1488->1495->1479->1486->1471->1465->1460->1430->1423->1401->1391->1384->1380->1374->1373->1369->1359->1355->1344->1311->1301->1310->1298->1290->1281->1274->1270->1279->1277->1262->1257->1254->1252->1219->1206->1212->1203->1194->1197->1183->1177->1170->1153->1152->1149->1142->1134->1130->1125->1117->1113->1129->1111->1099->1089->1075->1069->1065->1064->1063->1051->1042->1039->1050->1037->1036->1027->1006->988->981->969->961->929->924->917->912->907->904->903->896->892->905->888->885->878->877->874->865->857->856->851->813->810->805->786->762->761->776->757->755->725->715->711->708->705->696->691->697->689->687->681->674->667->659->669->657->636->609->599->592->588->576->574->586->568->575->581->560->549->547->545->543->540->566->538->561->532->548->542->534->539->526->524->525->772->747->737->476->469->463->450->439->437->436->726->720->714->712->393->688->677->373->356->638->641->631->350->365->348->346->587->577->559->314->491->266->485->479->475->458->464->456->457->206->420->217->228->210->410->404->409->198->196->392->390->383->380->339->338->164->163->175->169->155->108->51->61->60->315->303->311->319->305->64->47->77->75->359->12->24->19->28->22->30->33->32->45->27->34->54->29->53->89->98->94->67->85->111->119->114->129->122->123->125->133->134->181->143->191->184->194->189->216->156->166->177->187->223->211->170->173->185->192->204->202->260->263->275->288->290->293->297->306->317->358->363->379->384->394->407->396->397->401->406->398->399->403->413->440->449->453->455->460->461->462->471->482->495->497->517->518->536->537->546->551->553->555->562->569->570->573->593->600->602->615->628->637->642->658->668->694->700->709->713->721->734->745->748->749->753->763->765->764->766->783->793->784->791->815->816->821->826->830->839->854->842->849->852->860->864->866->875->867->870->880->882->889->887->893->894->910->933->944->946->956->948->976->978->985->991->995->1011->1017->1024->1031->1071->1077->1079->1091->1092->1100->1110->1120->1116->1122->1139->1167->1168->1173->1181->1175->1189->1191->1199->1204->1192->1180->1182->1184->1193->1205->1210->1223->1229->1230->1241->1232->1237->1242->1244->1251->1269->1275->1278->1296->1322->1330->1348->1364->1353->1358->1361->1362->1368->1379->1382->1387->1390->1403->1417->1434->1428->1453->1462->1463->1481->1497->1499->1500->1502->1503->1508->1510->1512->1521->1522->1518->1528->1540->1542->1554->1555->1568->1576->1582->1583->1594->1586->1588->1599->1600->1618->1593->1601->1595->1607->1616->1620->1633->1641->1680->1688->1719->1739->1751->1755->1757->1776->1777->1794->1798->1782->1791->1785->1818->1821->1823->1824->1857->1859->1877->1861->1871->1875->1890->1907->1906->1940->1941->1951->1969->1980->1978->1982->1986->1987->1991->1992->2001->2002->2005->2013->2047->2049->2065->2081->2096->2110->2063->2071->2074->2077->2079->2099->2100->2116->2118->2121->2134->2137->2148->2158->2169->2171->2159->2174->2181->2195->2186->2196->2207->2204->2208->2212->2217->2229->2456->2460->2473,2473->2500
N30_C5_I1,30,142,2,25,30,0.9,0.5,20.5,0.9,True,3220.58,29,1,29_S001,near,0.0358,0.001584,0.002882,0.12,0.024,0.12,0.026882,13.28,0.7300404450776141,25->23->1->6->11->15->18->20->26->27->29,29->30
