Case,Nodes,Edges,ParkingLots,Source,Destination,Alpha,Wmax,Cmax,WeightW,FeasibleParking,runtime_ms,ParkingNode,ParkingSpotIndex,ParkingSpotId,SpotClass,drive_time_hr,internal_drive_time_hr,internal_walk_time_hr,external_walk_distance_km,external_walk_time_hr,walk_distance_km,walk_time_hr,parking_cost,objective,DrivePath,WalkPath
N1000_C2_I1,1000,3584,50,988,1000,0.9,0.5,20.5,0.9,True,92297.855,995,1,995_S001,near,0.1448,0.001563,0.002861,0.12,0.024,0.12,0.026861,17.46,0.7912270633930583,988->877->874->661->659->667->674->681->687->689->698->697->691->696->548->561->538->566->540->543->545->362->373->356->350->206->110->79->57->52->27->34->30->22->28->19->24->18->17->15->202->260->263->275->288->290->293->306->317->358->363->379->384->394->407->396->397->401->406->398->403->413->440->449->453->455->460->468->471->482->497->517->518->537->546->551->553->555->562->569->570->573->593->784->793->791->815->816->991->995,995->1000
N1000_C6_I1,1000,3252,50,988,1000,0.9,0.5,20.5,0.9,True,103747.079,976,148,976_S001,near,0.6750999999999998,0.001659,0.003607,0.2216,0.0443,0.2216,0.047907,9.72,1.2637098037065397,988->969->877->874->865->861->857->856->851->818->813->810->805->786->762->776->757->755->741->725->715->711->708->723->705->696->691->697->689->687->681->674->667->661->659->657->636->609->599->592->588->576->574->586->568->575->581->564->560->549->547->545->543->540->538->561->548->542->530->534->539->526->525->527->519->508->501->476->469->463->450->437->436->430->422->415->408->393->387->381->372->375->371->362->373->356->350->365->348->346->366->344->349->334->337->331->329->324->321->309->298->296->289->487->492->266->262->259->254->235->233->232->244->230->229->217->228->210->410->209->201->198->196->193->190->370->178->174->168->333->335->338->164->163->162->155->172->277->272->246->147->137->132->251->138->130->120->92->52->51->71->70->116->103->171->176->182->9->5->2->7->14->15->24->19->28->22->26->32->45->27->34->54->53->89->49->67->85->100->111->119->114->129->122->123->125->133->134->181->191->194->189->216->187->177->167->158->173->185->197->204->202->260->265->263->268->275->288->290->293->306->317->358->363->379->384->394->407->396->397->401->406->398->403->413->440->449->453->455->460->468->471->482->495->497->517->518->536->537->546->551->553->554->555->562->569->570->573->593->600->602->615->628->637->642->658->668->694->700->713->721->734->745->748->749->753->763->765->764->766->783->784->793->816->822->821->826->830->978->976,976->1000
N10_C10_I1,10,46,2,8,10,0.9,0.5,20.5,0.9,True,869.394,5,1,5_S001,near,0.0087,0.00179,0.004023,0.2661,0.0532,0.2661,0.057222999999999996,14.58,0.7973669865280615,8->7->5,5->10
N10_C4_I1,10,46,2,8,10,0.9,1.0,20.5,0.9,True,859.128,5,1,5_S001,near,0.0087,0.001577,0.002959,0.2661,0.0532,0.2661,0.056159,9.32,0.9771942264288743,8->7->5,5->10
N10_C8_I1,10,46,2,8,10,0.1,0.5,20.5,0.1,True,686.159,5,1,5_S001,near,0.0087,0.00179,0.004023,0.2661,0.0532,0.2661,0.057222999999999996,9.17,0.9745517395070769,8->7->5,5->10
N1500_C2_I1,1500,5226,75,1492,1500,0.9,0.5,20.5,0.9,True,907595.432,1499,357,1499_S001,near,0.18090000000000003,0.001512,0.00281,0.12,0.024,0.12,0.02681,15.31,0.8552075679477945,1492->1298->1486->1479->1231->1234->1252->1254->1257->1262->1279->1270->1042->1039->1050->1037->1036->1027->1006->715->711->508->501->516->509->493->491->487->266->262->120->90->88->76->73->126->127->177->187->195->482->495->497->517->518->537->546->551->783->793->791->815->816->1079->1091->1100->1110->1120->1116->1122->1139->1167->1168->1390->1269->1497->1499,1499->1500
N1500_C6_I1,1500,4728,75,1492,1500,0.9,0.5,20.5,0.9,True,438396.822,1403,700,1403_S004,near,0.6711999999999999,0.003008,0.007755,0.3197,0.0639,0.3197,0.071655,17.39,1.2047751261274613,1492->1488->1298->1290->1281->1274->1270->1279->1262->1257->1254->1252->1219->1206->1228->1203->1194->1197->1177->1170->1153->1152->1149->1142->1134->1130->1125->1117->1113->1129->1111->1105->1099->1089->1075->1069->1065->1064->1063->1051->1042->1039->1050->1037->1036->1027->1006->988->981->969->929->924->917->912->907->904->903->896->892->905->888->885->878->877->874->865->861->857->856->851->813->810->812->805->786->762->761->757->755->725->715->711->708->705->696->691->697->689->687->681->674->667->659->669->657->636->609->599->592->588->576->574->586->568->575->564->560->549->547->545->543->540->538->561->548->542->530->539->526->525->527->519->501->476->469->463->450->436->430->408->393->387->372->371->362->361->356->350->353->348->346->344->349->334->337->331->329->324->577->559->558->552->521->314->309->298->299->289->500->259->254->235->457->451->206->210->420->418->409->404->392->193->190->183->178->174->168->164->163->175->169->153->147->110->92->90->88->83->73->116->65->62->59->55->37->31->69->68->36->46->35->21->1->2->3->4->17->18->24->19->28->22->30->34->54->53->89->98->121->85->100->119->114->122->123->125->133->134->181->143->146->216->223->211->212->173->185->197->204->202->260->263->275->288->290->293->306->317->358->363->379->384->394->407->396->397->401->406->398->403->413->440->449->455->460->468->462->471->482->497->517->518->536->537->546->551->553->554->555->562->569->570->573->593->600->602->615->628->637->642->658->668->694->700->713->721->734->745->748->749->753->763->765->764->766->783->784->791->815->816->821->826->830->839->854->849->852->860->864->866->875->867->870->880->882->889->887->893->894->910->933->944->946->948->956->976->978->985->991->995->1017->1024->1031->1071->1077->1079->1091->1100->1110->1120->1116->1122->1139->1167->1168->1181->1175->1189->1192->1199->1204->1182->1184->1193->1205->1210->1223->1229->1230->1241->1232->1237->1242->1244->1251->1269->1403,1403->1500
N20_C10_I1,20,62,2,1,20,0.9,0.5,20.5,0.9,True,1384.83,18,35,18_S001,near,0.0205,0.001925,0.004695,0.35,0.07,0.35,0.07469500000000001,14.86,0.9692688124196643,1->5->6->10->11->15->18,18->20
N20_C4_I1,20,62,2,1,20,0.9,1.0,20.5,0.9,True,1772.673,19,1,19_S001,near,0.0251,0.001398,0.002312,0.12,0.024,0.12,0.026312000000000002,17.87,0.5825592793676262,1->5->6->10->11->15->18->19,19->20
N20_C8_I1,20,62,2,1,20,0.1,0.5,20.5,0.1,True,1515.304,19,1,19_S001,near,0.0251,0.001494,0.002792,0.12,0.024,0.12,0.026792,17.8,0.5774104039072213,1->5->6->10->11->15->18->19,19->20
