solver_node,sumo_node_id
1995,cluster_251576066_2614057273_2614057276_2614057277_#5more
1996,cluster_251576070_309711638
1997,cluster_251817694_3144361905_4711821578_8891450375_#1more
1998,cluster_255942734_4612010949_6091318466_6091318467
1999,cluster_256993284_4612010951_4614303589_6091318462
2000,cluster_256993752_481695401_533789219_533789220
2001,cluster_260316116_340086006_481695404_481695407
2002,cluster_261687171_4318791396_4611982702_6538855870
2003,cluster_267812666_533789218
2004,cluster_267812728_335616696
2005,cluster_280645653_310717282
2006,cluster_282813679_340086008
2007,cluster_283267449_334325585
2008,cluster_286306354_340086015
2009,cluster_286311093_334325650_4907687396_4907687397
2010,cluster_287356562_334325617
2011,cluster_287356568_4614303593
2012,cluster_290577261_541208434
2013,cluster_290577265_541208444_8105157841
2014,cluster_292190578_8881861579_8881861591
2015,cluster_292190580_4711835381_4711856130_4711856131
2016,cluster_292443711_334325581
2017,cluster_293815262_334325599
2018,cluster_294298830_340433787
2019,cluster_295144473_481695380
2020,cluster_295144813_334325596
2021,cluster_295144862_339573894
2022,cluster_295144875_295144877
2023,cluster_295175045_340086020
2024,cluster_295175096_533769763
2025,cluster_295406695_4612010940_4614302181_6091318478
2026,cluster_295699948_442755845_8905696885
2027,cluster_298513384_6835868988
2028,cluster_298585004_4318773467_4611981573_4611982703
2029,cluster_299045554_299045555_8637330184
2030,cluster_299089253_392900721
2031,cluster_300707134_300707139
2032,cluster_302857895_336984590
2033,cluster_306201556_339271925_339271926_340085904_#1more
2034,cluster_306201559_340085876
2035,cluster_308232139_339573893
2036,cluster_308232170_339573892
2037,cluster_309711635_338450163
2038,cluster_334325593_84075613
2039,cluster_334325602_82831071
2040,cluster_334623747_334623751
2041,cluster_336984543_340085925
2042,cluster_338450190_340085892
2043,cluster_338450310_340085901
2044,cluster_338450314_412689899
2045,cluster_338450317_7617097819
2046,cluster_339271915_339271936
2047,cluster_345084660_345084663
2048,cluster_363717360_412684304
2049,cluster_376119854_418996073_8190304826
2050,cluster_392323913_4318773456_4611981570_6835868990
2051,cluster_412689897_6302226011_6302226012
2052,cluster_416197277_8905697076
2053,cluster_418988971_442399961
2054,cluster_420326593_420326614
2055,cluster_5562961553_6928676075
