solver_node,sumo_node_id
1868,9125521177
1869,9160868455
1870,9267707208
1871,9434062273
1872,9442302167
1873,9442302168
1874,9442302169
1875,9442302170
1876,9442302171
1877,9442302172
1878,9442302173
1879,9442302175
1880,9442405983
1881,9442405984
1882,9442456743
1883,9442456744
1884,9442456745
1885,9442456746
1886,9442600117
1887,9442600118
1888,9442600119
1889,9442600120
1890,9442600121
1891,9442600122
1892,9442600123
1893,9442600124
1894,9442600125
1895,9442600126
1896,9442600127
1897,9442600128
1898,9442600129
1899,9442600131
1900,9442600163
1901,9442600164
1902,9442600165
1903,9442600166
1904,9442600167
1905,9442600168
1906,9442600169
1907,9442600170
1908,9442675964
1909,9442675965
1910,9442675967
1911,9442675968
1912,9442675970
1913,9442675972
1914,9442789560
1915,9442789561
1916,9442789562
1917,9442789568
1918,9442789569
1919,9442789570
1920,9442789571
1921,9442789572
1922,9442789573
1923,9442789574
1924,9442789575
1925,9442789576
1926,9442789577
1927,9448986018
1928,9448986019
1929,9448986020
1930,9448986021
1931,9448986022
1932,9448986023
1933,9448986025
1934,9448986030
1935,9491076055
1936,9491076056
1937,9556765873
1938,9556778321
1939,9584102220
1940,9584102221
1941,9584102222
1942,9584102223
1943,9584102224
1944,9584102225
1945,9584102226
1946,9584102227
1947,9584102228
1948,9584102237
1949,9584102239
1950,9584102240
1951,9584102241
1952,9584102242
1953,9584102243
1954,9584102244
1955,9584102245
1956,9584102246
1957,9584102247
1958,9584102248
1959,9610108483
1960,9695530873
1961,9721605084
1962,9721605085
1963,9791424086
1964,9907483911
1965,993341018
1966,9934577770
1967,993665189
1968,9936793088
1969,cluster_10782939_340086040_533769764_533769766
1970,cluster_11386320246_295406610
1971,cluster_114197503_302857854
1972,cluster_11970617681_1551209896
1973,cluster_13130062297_13329700774_418993207_445219807_#1more
1974,cluster_13329700753_340085933
1975,cluster_1475177974_293956350_8241462469
1976,cluster_1489279437_1489279440_1489279442_3241620189_#3more
1977,cluster_15434372_4612010943_6091318476_6091318477
1978,cluster_15434382_4674699479_4674699484_8893238440_#2more
1979,cluster_1543766339_334325632
1980,cluster_1551395091_5562961541
1981,cluster_1573617449_4612010955_4614302186_4614303596
1982,cluster_1575070783_4612010953_4614302185_6091318473
1983,cluster_1575070792_4612010948_6091318468_6091318470
1984,cluster_1575535670_1575535690_334326003_89228924
1985,cluster_1592136105_4611993426_6835825384
1986,cluster_1710899578_5562961547
1987,cluster_1721795850_517706752
1988,cluster_1944491020_481695415
1989,cluster_21305999_310717158
1990,cluster_2144935908_416273779
1991,cluster_2306411109_420326577
1992,cluster_2465719590_2465719595_293459038
1993,cluster_2469488290_306013490
1994,cluster_250197382_338849141_6389831235
