x_value,x_label,method,alpha,driving_time_min,walking_time_min,parking_cost_usd,displayed_driving_component,displayed_walking_component,displayed_cost_component,displayed_total,objective_value
5,5%,Optimization,0.900000,1.620000,1.440000,19.160000,1.458000,1.296000,1.916000,4.670000,4.670000
5,5%,Heuristic,0.900000,1.620000,1.440000,19.160000,1.458000,1.296000,1.916000,4.670000,4.670000
10,10%,Optimization,0.900000,1.620000,1.440000,19.160000,1.458000,1.296000,1.916000,4.670000,4.670000
10,10%,Heuristic,0.900000,1.458000,3.432000,8.040000,1.312200,3.088800,0.804000,5.205000,5.205000
15,15%,Optimization,0.900000,1.620000,1.440000,19.160000,1.458000,1.296000,1.916000,4.670000,4.670000
15,15%,Heuristic,0.900000,1.458000,3.432000,8.040000,1.312200,3.088800,0.804000,5.205000,5.205000
20,20%,Optimization,0.900000,1.620000,1.440000,19.160000,1.458000,1.296000,1.916000,4.670000,4.670000
20,20%,Heuristic,0.900000,1.458000,3.432000,8.040000,1.312200,3.088800,0.804000,5.205000,5.205000
