x_value,x_label,method,alpha,driving_time_min,walking_time_min,parking_cost_usd,displayed_driving_component,displayed_walking_component,displayed_cost_component,displayed_total,objective_value
8.0-20.5,8.0,Optimization,0.900000,1.620000,1.440000,19.160000,1.458000,1.296000,1.916000,4.670000,4.670000
8.0-20.5,8.0,Heuristic,0.900000,1.620000,1.440000,19.160000,1.458000,1.296000,1.916000,4.670000,4.670000
10.0-22.5,10.0,Optimization,0.900000,1.620000,1.440000,10.950000,1.458000,1.296000,1.095000,3.849000,3.849000
10.0-22.5,10.0,Heuristic,0.900000,1.620000,1.440000,10.950000,1.458000,1.296000,1.095000,3.849000,3.849000
12.5-25.0,12.5,Optimization,0.900000,1.620000,1.440000,15.900000,1.458000,1.296000,1.590000,4.344000,4.344000
12.5-25.0,12.5,Heuristic,0.900000,1.620000,1.440000,15.900000,1.458000,1.296000,1.590000,4.344000,4.344000
15.0-30.0,15.0,Optimization,0.900000,1.620000,1.440000,15.240000,1.458000,1.296000,1.524000,4.278000,4.278000
15.0-30.0,15.0,Heuristic,0.900000,1.620000,1.440000,15.240000,1.458000,1.296000,1.524000,4.278000,4.278000
