x_value,x_label,method,alpha,driving_time_min,walking_time_min,parking_cost_usd,displayed_driving_component,displayed_walking_component,displayed_cost_component,displayed_total,objective_value
Very Low,Very Low,Optimization,0.900000,1.392000,1.440000,19.160000,1.252800,1.296000,1.916000,4.464800,4.464800
Very Low,Very Low,Heuristic,0.900000,1.392000,1.440000,19.160000,1.252800,1.296000,1.916000,4.464800,4.464800
Low,Low,Optimization,0.900000,1.620000,1.440000,19.160000,1.458000,1.296000,1.916000,4.670000,4.670000
Low,Low,Heuristic,0.900000,1.620000,1.440000,19.160000,1.458000,1.296000,1.916000,4.670000,4.670000
Medium,Medium,Optimization,0.900000,2.448000,1.440000,19.160000,2.203200,1.296000,1.916000,5.415200,5.415200
Medium,Medium,Heuristic,0.900000,2.448000,1.440000,19.160000,2.203200,1.296000,1.916000,5.415200,5.415200
High,High,Optimization,0.900000,4.992000,1.440000,19.160000,4.492800,1.296000,1.916000,7.704800,7.704800
High,High,Heuristic,0.900000,4.992000,1.440000,19.160000,4.492800,1.296000,1.916000,7.704800,7.704800
