x_value,x_label,method,alpha,driving_time_min,walking_time_min,parking_cost_usd,displayed_driving_component,displayed_walking_component,displayed_cost_component,displayed_total,objective_value
10.0,10,Optimization,0.900000,1.620000,1.440000,8.000000,1.458000,1.296000,0.800000,3.554000,3.554000
10.0,10,Heuristic,0.900000,1.620000,1.440000,8.000000,1.458000,1.296000,0.800000,3.554000,3.554000
15.0,15,Optimization,0.900000,1.620000,1.440000,8.000000,1.458000,1.296000,0.800000,3.554000,3.554000
15.0,15,Heuristic,0.900000,1.620000,1.440000,8.000000,1.458000,1.296000,0.800000,3.554000,3.554000
20.5,20.5,Optimization,0.900000,1.620000,1.440000,8.000000,1.458000,1.296000,0.800000,3.554000,3.554000
20.5,20.5,Heuristic,0.900000,1.620000,1.440000,8.000000,1.458000,1.296000,0.800000,3.554000,3.554000
25.0,25,Optimization,0.900000,1.620000,1.440000,8.000000,1.458000,1.296000,0.800000,3.554000,3.554000
25.0,25,Heuristic,0.900000,1.620000,1.440000,8.000000,1.458000,1.296000,0.800000,3.554000,3.554000
