node_id,x,y
302857899,3075.02,4178.78
306013063,3434.97,2887.03
306013066,3503.27,2787.21
306013067,3541.69,2704.64
306013069,3578.47,2623.3
306013084,4596.74,2566.27
306013087,4699.96,2618.76
306013088,4517.46,2347.41
306013090,4757.89,2465.32
306013092,4868.58,2702.47
306013118,5166.92,2868.14
306013433,7826.82,1660.3
306013441,7700.05,1390.37
306013442,8137.23,2109.41
306013455,5417.14,1703.82
306013501,4018.07,1388.03
306201538,3758.32,3768.98
306201562,4080.95,3203.58
306201582,4254.16,3493.12
306201589,4297.67,3514.35
306201596,4337.84,3429.18
306201745,5205.04,3412.39
306201754,5365.43,3121.35
306201777,4934.84,1828.42
30786262-AddedOffRampNode,5989.21,5890.88
308232155,3954.41,4214.17
308232159,4015.61,4291.03
308232164,3582.93,3823.91
308232165,3443.75,3712.7
308232169,3386.13,3784.98
308232171,3110.88,3908.53
308232185,3211.27,4147.14
308232186,3160.32,4230.75
308232187,3084.28,4357.26
309711607,5565.82,3875.86
309711608,5607.45,3785.54
309711609,5646.87,3699.55
309711617,6027.49,3742.12
309711618,5860.35,3664.78
309711623,6595.62,4673.88
309711626,6271.38,4522.77
309711627,6046.0,4417.09
309711629,5736.73,4270.53
309711631,5977.57,3851.01
309711632,5937.29,3938.08
309711633,4165.93,3244.14
309711634,4083.69,3410.45
309711636,3564.53,4163.27
310717070,8023.69,4904.47
310717107,8092.69,5070.43
310717122,8151.25,5012.39
310717145,8050.5,4894.04
310717148,7967.83,4853.44
310717154,8027.04,4127.46
310717201,8035.46,4152.53
310717268,6260.28,4095.12
310718855,3738.45,4679.89
3144328380,2078.02,2391.39
3144328382,2067.67,2398.42
3144328383,2146.96,2601.25
3241611539,6290.1,2749.63
328227860,3498.54,1503.07
328346645,2057.81,1417.69
328346710,2055.71,1374.77
328346878,2004.09,1627.39
328347026,1974.46,1498.66
328347123,1955.98,1483.71
328347159,1782.25,1304.87
328347183,1867.83,1394.47
328347209,1870.16,1420.31
